"","File","Tone","Time","Word","Syllable","language","talker","utt","condition","gf"
"1637","MAR-P2-target4.wav","L",0.243292821676159,"ananyaa","a","Marathi","P2","target4","predFoc","subject"
"1638","MAR-P2-target4.wav","H",0.592630385487528,"ananyaa","yaa","Marathi","P2","target4","predFoc","subject"
"1639","MAR-P2-target4.wav","L",0.726842542068062,"aaraam","aa","Marathi","P2","target4","predFoc","predicate"
"1640","MAR-P2-target4.wav","H",0.956528659254216,"aaraam","raam","Marathi","P2","target4","predFoc","predicate"
"1641","MAR-P2-target5.wav","L",0.299002606433465,"laavanya","laa","Marathi","P2","target5","subjFoc","subject"
"1642","MAR-P2-target5.wav","H",0.650589094350942,"laavanya","ya","Marathi","P2","target5","subjFoc","subject"
"1643","MAR-P2-target5.wav","L",0.820927432958105,"vyaayaam","vyaa","Marathi","P2","target5","subjFoc","predicate"
"1644","MAR-P2-target5.wav","H",1.04731404743766,"vyaayaam","yaam","Marathi","P2","target5","subjFoc","predicate"
"1645","MAR-P2-target6.wav","L",0.261464539742022,"ananyaa","a","Marathi","P2","target6","predFoc","subject"
"1646","MAR-P2-target6.wav","H",0.602627312323544,"ananyaa","yaa","Marathi","P2","target6","predFoc","subject"
"1647","MAR-P2-target6.wav","L",0.798479391729152,"nindaNi","nin","Marathi","P2","target6","predFoc","predicate"
"1648","MAR-P2-target6.wav","H",1.03882088836138,"nindaNi","Ni","Marathi","P2","target6","predFoc","predicate"
"1649","MAR-P2-target7.wav","L",0.366122780579752,"laavanya","laa","Marathi","P2","target7","subjFoc","subject"
"1650","MAR-P2-target7.wav","H",0.680850001066031,"laavanya","ya","Marathi","P2","target7","subjFoc","subject"
"1651","MAR-P2-target7.wav","L",0.842044053643351,"aaraam","aa","Marathi","P2","target7","subjFoc","predicate"
"1652","MAR-P2-target7.wav","H",1.10280821671814,"aaraam","raam","Marathi","P2","target7","subjFoc","predicate"
"1653","MAR-P2-target8.wav","L",0.190433351763371,"ananyaa","a","Marathi","P2","target8","predFoc","subject"
"1654","MAR-P2-target8.wav","H",0.630030844801955,"ananyaa","yaa","Marathi","P2","target8","predFoc","subject"
"1655","MAR-P2-target8.wav","L",0.921512015963415,"naangarNi","naan","Marathi","P2","target8","predFoc","predicate"
"1656","MAR-P2-target8.wav","H",1.29266260440285,"naangarNi","Ni","Marathi","P2","target8","predFoc","predicate"
"1657","MAR-P2-target9.wav","L",0.336431108232247,"laavanya","laa","Marathi","P2","target9","subjFoc","subject"
"1658","MAR-P2-target9.wav","H",0.688447259117797,"laavanya","ya","Marathi","P2","target9","subjFoc","subject"
"1659","MAR-P2-target9.wav","L",0.853718163672,"nindaNi","nin","Marathi","P2","target9","subjFoc","predicate"
"1660","MAR-P2-target9.wav","H",1.16523765797705,"nindaNi","Ni","Marathi","P2","target9","subjFoc","predicate"
"1661","MAR-P3-target1.wav","L",0.442400213760329,"ananyaa","a","Marathi","P3","target1","subjFoc","subject"
"1662","MAR-P3-target1.wav","H",0.924013746096745,"ananyaa","yaa","Marathi","P3","target1","subjFoc","subject"
"1663","MAR-P3-target1.wav","L",1.09250698698243,"naangarNi","naan","Marathi","P3","target1","subjFoc","predicate"
"1664","MAR-P3-target1.wav","H",1.53603777619003,"naangarNi","Ni","Marathi","P3","target1","subjFoc","predicate"
"1665","MAR-P3-target10.wav","L",0.406105533156152,"laavanya","laa","Marathi","P3","target10","predFoc","subject"
"1666","MAR-P3-target10.wav","H",0.888746306908594,"laavanya","yaa","Marathi","P3","target10","predFoc","subject"
"1667","MAR-P3-target10.wav","L",1.13873968387688,"aaraam","aa","Marathi","P3","target10","predFoc","predicate"
"1668","MAR-P3-target10.wav","H",1.47222161819037,"aaraam","raam","Marathi","P3","target10","predFoc","predicate"
"1669","MAR-P3-target11.wav","L",0.293764316747159,"ananyaa","a","Marathi","P3","target11","subjFoc","subject"
"1670","MAR-P3-target11.wav","H",0.789922721658864,"ananyaa","yaa","Marathi","P3","target11","subjFoc","subject"
"1671","MAR-P3-target11.wav","L",0.978810031591784,"vyaayaam","vyaa","Marathi","P3","target11","subjFoc","predicate"
"1672","MAR-P3-target11.wav","H",1.36894817412662,"vyaayaam","yaam","Marathi","P3","target11","subjFoc","predicate"
"1673","MAR-P3-target12.wav","L",0.386615376599192,"laavanya","laa","Marathi","P3","target12","predFoc","subject"
"1674","MAR-P3-target12.wav","H",0.907229955194743,"laavanya","ya","Marathi","P3","target12","predFoc","subject"
"1675","MAR-P3-target12.wav","L",1.13338645422712,"naangarNi","naan","Marathi","P3","target12","predFoc","predicate"
"1676","MAR-P3-target12.wav","H",1.63213969722383,"naangarNi","Ni","Marathi","P3","target12","predFoc","predicate"
"1677","MAR-P3-target13.wav","L",0.398115725692545,"ananyaa","a","Marathi","P3","target13","subjFoc","subject"
"1678","MAR-P3-target13.wav","H",0.92696349030434,"ananyaa","yaa","Marathi","P3","target13","subjFoc","subject"
"1679","MAR-P3-target13.wav","L",1.16856763484647,"aaraam","aa","Marathi","P3","target13","subjFoc","predicate"
"1680","MAR-P3-target13.wav","H",1.53801193852876,"aaraam","raam","Marathi","P3","target13","subjFoc","predicate"
"1681","MAR-P3-target14.wav","L",0.36100819477007,"ananyaa","a","Marathi","P3","target14","predFoc","subject"
"1682","MAR-P3-target14.wav","H",0.834624693162002,"ananyaa","yaa","Marathi","P3","target14","predFoc","subject"
"1683","MAR-P3-target14.wav","L",1.005356782804,"vyaayaam","vyaa","Marathi","P3","target14","predFoc","predicate"
"1684","MAR-P3-target14.wav","H",1.39219553882318,"vyaayaam","yaam","Marathi","P3","target14","predFoc","predicate"
"1685","MAR-P3-target15.wav","L",0.349943302695446,"laavanya","laa","Marathi","P3","target15","subjFoc","subject"
"1686","MAR-P3-target15.wav","H",0.940921120539458,"laavanya","ya","Marathi","P3","target15","subjFoc","subject"
"1687","MAR-P3-target15.wav","L",1.23056494499801,"naangarNi","naan","Marathi","P3","target15","subjFoc","predicate"
"1688","MAR-P3-target15.wav","H",1.78204670874536,"naangarNi","Ni","Marathi","P3","target15","subjFoc","predicate"
"1689","MAR-P3-target16.wav","L",0.31608471713287,"laavanya","laa","Marathi","P3","target16","predFoc","subject"
"1690","MAR-P3-target16.wav","H",0.833954855732422,"laavanya","ya","Marathi","P3","target16","predFoc","subject"
"1691","MAR-P3-target16.wav","L",1.01302947525758,"nindaNi","nin","Marathi","P3","target16","predFoc","predicate"
"1692","MAR-P3-target16.wav","H",1.40428446802637,"nindaNi","Ni","Marathi","P3","target16","predFoc","predicate"
"1693","MAR-P3-target2.wav","L",0.366386332453047,"laavanya","laa","Marathi","P3","target2","predFoc","subject"
"1694","MAR-P3-target2.wav","H",0.840299154794473,"laavanya","ya","Marathi","P3","target2","predFoc","subject"
"1695","MAR-P3-target2.wav","L",1.01021203160599,"vyaayaam","vyaa","Marathi","P3","target2","predFoc","predicate"
"1696","MAR-P3-target2.wav","H",1.3665637425534,"vyaayaam","yaam","Marathi","P3","target2","predFoc","predicate"
"1697","MAR-P3-target3.wav","L",0.325330974031742,"ananyaa","a","Marathi","P3","target3","subjFoc","subject"
"1698","MAR-P3-target3.wav","H",0.792753563956529,"ananyaa","yaa","Marathi","P3","target3","subjFoc","subject"
"1699","MAR-P3-target3.wav","L",0.965072126001192,"nindaNi","nin","Marathi","P3","target3","subjFoc","predicate"
"1700","MAR-P3-target3.wav","H",1.3401655874642,"nindaNi","Ni","Marathi","P3","target3","subjFoc","predicate"
"1701","MAR-P3-target4.wav","L",0.393599408244019,"ananyaa","a","Marathi","P3","target4","predFoc","subject"
"1702","MAR-P3-target4.wav","H",0.900196199391799,"ananyaa","yaa","Marathi","P3","target4","predFoc","subject"
"1703","MAR-P3-target4.wav","L",1.11272153673569,"aaraam","aa","Marathi","P3","target4","predFoc","predicate"
"1704","MAR-P3-target4.wav","H",1.44828452666831,"aaraam","raam","Marathi","P3","target4","predFoc","predicate"
"1705","MAR-P3-target5.wav","L",0.408480303559954,"laavanya","laa","Marathi","P3","target5","subjFoc","subject"
"1706","MAR-P3-target5.wav","H",0.965684648528475,"laavanya","ya","Marathi","P3","target5","subjFoc","subject"
"1707","MAR-P3-target5.wav","L",1.12662414042923,"vyaayaam","vyaa","Marathi","P3","target5","subjFoc","predicate"
"1708","MAR-P3-target5.wav","H",1.51171345257669,"vyaayaam","yaam","Marathi","P3","target5","subjFoc","predicate"
"1709","MAR-P3-target6.wav","L",0.286653142953625,"ananyaa","a","Marathi","P3","target6","predFoc","subject"
"1710","MAR-P3-target6.wav","H",0.742013878208846,"ananyaa","yaa","Marathi","P3","target6","predFoc","subject"
"1711","MAR-P3-target6.wav","L",0.927598596834858,"nindaNi","nin","Marathi","P3","target6","predFoc","predicate"
"1712","MAR-P3-target6.wav","H",1.34672676691446,"nindaNi","Ni","Marathi","P3","target6","predFoc","predicate"
"1713","MAR-P3-target7.wav","L",0.395852730654725,"laavanya","laa","Marathi","P3","target7","subjFoc","subject"
"1714","MAR-P3-target7.wav","H",0.960303421013885,"laavanya","ya","Marathi","P3","target7","subjFoc","subject"
"1715","MAR-P3-target7.wav","L",1.21446886857604,"aaraam","aa","Marathi","P3","target7","subjFoc","predicate"
"1716","MAR-P3-target7.wav","H",1.51636901781857,"aaraam","raam","Marathi","P3","target7","subjFoc","predicate"
"1717","MAR-P3-target8.wav","L",0.28079524390066,"ananyaa","a","Marathi","P3","target8","predFoc","subject"
"1718","MAR-P3-target8.wav","H",0.762653372328637,"ananyaa","yaa","Marathi","P3","target8","predFoc","subject"
"1719","MAR-P3-target8.wav","L",0.933445474996544,"naangarNi","naan","Marathi","P3","target8","predFoc","predicate"
"1720","MAR-P3-target8.wav","H",1.49239968377241,"naangarNi","Ni","Marathi","P3","target8","predFoc","predicate"
"1721","MAR-P3-target9.wav","L",0.412329328221712,"laavanya","laa","Marathi","P3","target9","subjFoc","subject"
"1722","MAR-P3-target9.wav","H",0.959694780381892,"laavanya","ya","Marathi","P3","target9","subjFoc","subject"
"1723","MAR-P3-target9.wav","L",1.13922905148381,"nindaNi","nin","Marathi","P3","target9","subjFoc","predicate"
"1724","MAR-P3-target9.wav","H",1.54111326176643,"nindaNi","Ni","Marathi","P3","target9","subjFoc","predicate"
"1725","MAR-P4-target1.wav","L",0.381538276517533,"ananyaa","a","Marathi","P4","target1","subjFoc","subject"
"1726","MAR-P4-target1.wav","H",0.718711800729289,"ananyaa","yaa","Marathi","P4","target1","subjFoc","subject"
"1728","MAR-P4-target10.wav","L",0.390669810935608,"laavanya","laa","Marathi","P4","target10","predFoc","subject"
"1729","MAR-P4-target10.wav","H",0.748013934467061,"laavanya","ya","Marathi","P4","target10","predFoc","subject"
"1730","MAR-P4-target10.wav","L",0.878918576626607,"aaraam","aa","Marathi","P4","target10","predFoc","predicate"
"1731","MAR-P4-target10.wav","H",1.13146647073031,"aaraam","raam","Marathi","P4","target10","predFoc","predicate"
"1732","MAR-P4-target11.wav","L",0.314926879498741,"ananyaa","a","Marathi","P4","target11","subjFoc","subject"
"1733","MAR-P4-target11.wav","H",0.727407810424083,"ananyaa","yaa","Marathi","P4","target11","subjFoc","subject"
"1734","MAR-P4-target11.wav","L",0.884464528189097,"vyaayaam","vyaa","Marathi","P4","target11","subjFoc","predicate"
"1735","MAR-P4-target11.wav","H",1.08980472377978,"vyaayaam","yaam","Marathi","P4","target11","subjFoc","predicate"
"1736","MAR-P4-target12.wav","L",0.387573134891557,"laavanya","laa","Marathi","P4","target12","predFoc","subject"
"1737","MAR-P4-target12.wav","H",0.717787565326556,"laavanya","ya","Marathi","P4","target12","predFoc","subject"
"1738","MAR-P4-target12.wav","L",0.86801018015615,"naangarNi","naan","Marathi","P4","target12","predFoc","predicate"
"1739","MAR-P4-target12.wav","H",1.20718701641146,"naangarNi","Ni","Marathi","P4","target12","predFoc","predicate"
"1740","MAR-P4-target13.wav","L",0.271326481043953,"ananyaa","a","Marathi","P4","target13","subjFoc","subject"
"1741","MAR-P4-target13.wav","H",0.644218785284656,"ananyaa","yaa","Marathi","P4","target13","subjFoc","subject"
"1742","MAR-P4-target13.wav","L",0.781082208818976,"aaraam","raam","Marathi","P4","target13","subjFoc","predicate"
"1743","MAR-P4-target13.wav","H",0.981705093070075,"aaraam","raam","Marathi","P4","target13","subjFoc","predicate"
"1744","MAR-P4-target14.wav","L",0.440882169302021,"ananyaa","nan","Marathi","P4","target14","predFoc","subject"
"1745","MAR-P4-target14.wav","H",0.659882770244221,"ananyaa","yaa","Marathi","P4","target14","predFoc","subject"
"1746","MAR-P4-target14.wav","L",0.860895013475015,"vyaayaam","yaam","Marathi","P4","target14","predFoc","predicate"
"1747","MAR-P4-target14.wav","H",1.04326734748854,"vyaayaam","yaam","Marathi","P4","target14","predFoc","predicate"
"1748","MAR-P4-target15.wav","L",0.62031088498603,"laavanya","laa","Marathi","P4","target15","subjFoc","subject"
"1749","MAR-P4-target15.wav","H",0.958975994818045,"laavanya","ya","Marathi","P4","target15","subjFoc","subject"
"1751","MAR-P4-target16.wav","L",0.437521593235731,"laavanya","laa","Marathi","P4","target16","predFoc","subject"
"1752","MAR-P4-target16.wav","H",0.792796952734591,"laavanya","ya","Marathi","P4","target16","predFoc","subject"
"1753","MAR-P4-target16.wav","L",0.991912548419829,"nindaNi","nin","Marathi","P4","target16","predFoc","predicate"
"1754","MAR-P4-target16.wav","H",1.2703551784758,"nindaNi","Ni","Marathi","P4","target16","predFoc","predicate"
"1755","MAR-P4-target2.wav","L",0.474075884760826,"laavanya","laa","Marathi","P4","target2","predFoc","subject"
"1756","MAR-P4-target2.wav","H",0.82386464182893,"laavanya","ya","Marathi","P4","target2","predFoc","subject"
"1758","MAR-P4-target3.wav","L",0.558477312889546,"ananyaa","nan","Marathi","P4","target3","subjFoc","subject"
"1759","MAR-P4-target3.wav","H",0.808075895030647,"ananyaa","yaa","Marathi","P4","target3","subjFoc","subject"
"1760","MAR-P4-target3.wav","L",1.01309504208582,"nindaNi","nin","Marathi","P4","target3","subjFoc","predicate"
"1761","MAR-P4-target3.wav","H",1.30882082593084,"nindaNi","Ni","Marathi","P4","target3","subjFoc","predicate"
"1762","MAR-P4-target4.wav","L",0.342016948608766,"ananyaa","a","Marathi","P4","target4","predFoc","subject"
"1763","MAR-P4-target4.wav","H",0.716250251660115,"ananyaa","yaa","Marathi","P4","target4","predFoc","subject"
"1764","MAR-P4-target4.wav","L",0.861897936624246,"aaraam","aa","Marathi","P4","target4","predFoc","predicate"
"1765","MAR-P4-target4.wav","H",1.04998225755076,"aaraam","raam","Marathi","P4","target4","predFoc","predicate"
"1766","MAR-P4-target5.wav","L",0.429920679649188,"laavanya","laa","Marathi","P4","target5","subjFoc","subject"
"1767","MAR-P4-target5.wav","H",0.777865892870511,"laavanya","ya","Marathi","P4","target5","subjFoc","subject"
"1768","MAR-P4-target5.wav","L",1.0168365434413,"vyaayaam","vyaa","Marathi","P4","target5","subjFoc","predicate"
"1769","MAR-P4-target5.wav","H",1.17247194397611,"vyaayaam","yaam","Marathi","P4","target5","subjFoc","predicate"
"1770","MAR-P4-target6.wav","L",0.398128249562531,"ananyaa","nan","Marathi","P4","target6","predFoc","subject"
"1771","MAR-P4-target6.wav","H",0.660825057335316,"ananyaa","yaa","Marathi","P4","target6","predFoc","subject"
"1772","MAR-P4-target6.wav","L",0.881798869749284,"nindaNi","nin","Marathi","P4","target6","predFoc","predicate"
"1773","MAR-P4-target6.wav","H",1.1034913067263,"nindaNi","Ni","Marathi","P4","target6","predFoc","predicate"
"1774","MAR-P4-target7.wav","L",0.442750672651981,"laavanya","laa","Marathi","P4","target7","subjFoc","subject"
"1775","MAR-P4-target7.wav","H",0.837265928330212,"laavanya","ya","Marathi","P4","target7","subjFoc","subject"
"1777","MAR-P4-target8.wav","L",0.518839478844097,"ananyaa","nan","Marathi","P4","target8","predFoc","subject"
"1778","MAR-P4-target8.wav","H",0.710577138799676,"ananyaa","yaa","Marathi","P4","target8","predFoc","subject"
"1779","MAR-P4-target8.wav","L",0.935818987294046,"naangarNi","naan","Marathi","P4","target8","predFoc","predicate"
"1780","MAR-P4-target8.wav","H",1.07604137373473,"naangarNi","gar","Marathi","P4","target8","predFoc","predicate"
"1781","MAR-P4-target9.wav","L",0.377922950813658,"laavanya","laa","Marathi","P4","target9","subjFoc","subject"
"1782","MAR-P4-target9.wav","H",0.76703850090187,"laavanya","ya","Marathi","P4","target9","subjFoc","subject"
"1783","MAR-P4-target9.wav","L",1.0179156318798,"nindaNi","nin","Marathi","P4","target9","subjFoc","predicate"
"1784","MAR-P4-target9.wav","H",1.22042637488219,"nindaNi","Ni","Marathi","P4","target9","subjFoc","predicate"
"1785","MAR-P5-target1.wav","L",0.407577849811824,"ananyaa","a","Marathi","P5","target1","subjFoc","subject"
"1786","MAR-P5-target1.wav","H",0.75331571749582,"ananyaa","yaa","Marathi","P5","target1","subjFoc","subject"
"1787","MAR-P5-target1.wav","L",0.915612608815084,"naangarNi","naan","Marathi","P5","target1","subjFoc","predicate"
"1788","MAR-P5-target1.wav","H",1.25288638146912,"naangarNi","Ni","Marathi","P5","target1","subjFoc","predicate"
"1789","MAR-P5-target10.wav","L",0.347340329037338,"laavanya","laa","Marathi","P5","target10","predFoc","subject"
"1790","MAR-P5-target10.wav","H",0.753855996603305,"laavanya","ya","Marathi","P5","target10","predFoc","subject"
"1791","MAR-P5-target10.wav","L",0.911458667187485,"aaraam","aa","Marathi","P5","target10","predFoc","predicate"
"1792","MAR-P5-target10.wav","H",1.10935936874759,"aaraam","raam","Marathi","P5","target10","predFoc","predicate"
"1793","MAR-P5-target11.wav","L",0.344064737397124,"ananyaa","a","Marathi","P5","target11","subjFoc","subject"
"1794","MAR-P5-target11.wav","H",0.730445027798232,"ananyaa","yaa","Marathi","P5","target11","subjFoc","subject"
"1795","MAR-P5-target11.wav","L",0.905306475359602,"vyaayaam","vyaa","Marathi","P5","target11","subjFoc","predicate"
"1796","MAR-P5-target11.wav","H",1.13243999547447,"vyaayaam","yaam","Marathi","P5","target11","subjFoc","predicate"
"1797","MAR-P5-target12.wav","L",0.395171310718083,"laavanya","laa","Marathi","P5","target12","predFoc","subject"
"1798","MAR-P5-target12.wav","H",0.743528607933923,"laavanya","ya","Marathi","P5","target12","predFoc","subject"
"1799","MAR-P5-target12.wav","L",0.88564198259427,"naangarNi","naan","Marathi","P5","target12","predFoc","predicate"
"1800","MAR-P5-target12.wav","H",1.23859874619793,"naangarNi","Ni","Marathi","P5","target12","predFoc","predicate"
"1801","MAR-P5-target13.wav","L",0.322227652799332,"ananyaa","a","Marathi","P5","target13","subjFoc","subject"
"1802","MAR-P5-target13.wav","H",0.677642170915502,"ananyaa","yaa","Marathi","P5","target13","subjFoc","subject"
"1803","MAR-P5-target13.wav","L",0.82645241963126,"aaraam","aa","Marathi","P5","target13","subjFoc","predicate"
"1804","MAR-P5-target13.wav","H",1.00827743440833,"aaraam","raam","Marathi","P5","target13","subjFoc","predicate"
"1805","MAR-P5-target14.wav","L",0.40807657465777,"ananyaa","a","Marathi","P5","target14","predFoc","subject"
"1806","MAR-P5-target14.wav","H",0.792742161521329,"ananyaa","yaa","Marathi","P5","target14","predFoc","subject"
"1807","MAR-P5-target14.wav","L",0.970106748242804,"vyaayaam","vyaa","Marathi","P5","target14","predFoc","predicate"
"1808","MAR-P5-target14.wav","H",1.20717810557139,"vyaayaam","yaam","Marathi","P5","target14","predFoc","predicate"
"1809","MAR-P5-target15.wav","L",0.404149844770157,"laavanya","laa","Marathi","P5","target15","subjFoc","subject"
"1810","MAR-P5-target15.wav","H",0.799621085005232,"laavanya","ya","Marathi","P5","target15","subjFoc","subject"
"1811","MAR-P5-target15.wav","L",0.93025316852618,"naangarNi","naan","Marathi","P5","target15","subjFoc","predicate"
"1812","MAR-P5-target15.wav","H",1.30610658290482,"naangarNi","Ni","Marathi","P5","target15","subjFoc","predicate"
"1813","MAR-P5-target16.wav","L",0.277892434054564,"laavanya","laa","Marathi","P5","target16","predFoc","subject"
"1814","MAR-P5-target16.wav","H",0.720788217298547,"laavanya","ya","Marathi","P5","target16","predFoc","subject"
"1815","MAR-P5-target16.wav","L",0.857510356611462,"nindaNi","nin","Marathi","P5","target16","predFoc","predicate"
"1816","MAR-P5-target16.wav","H",1.1661207858204,"nindaNi","Ni","Marathi","P5","target16","predFoc","predicate"
"1817","MAR-P5-target2.wav","L",0.199300193445853,"laavanya","laa","Marathi","P5","target2","predFoc","subject"
"1818","MAR-P5-target2.wav","H",0.647511285957252,"laavanya","ya","Marathi","P5","target2","predFoc","subject"
"1819","MAR-P5-target2.wav","L",0.819851969957088,"vyaayaam","vyaa","Marathi","P5","target2","predFoc","predicate"
"1820","MAR-P5-target2.wav","H",1.11273861112047,"vyaayaam","yaam","Marathi","P5","target2","predFoc","predicate"
"1821","MAR-P5-target3.wav","L",0.244914031097195,"ananyaa","a","Marathi","P5","target3","subjFoc","subject"
"1822","MAR-P5-target3.wav","H",0.59343383121944,"ananyaa","yaa","Marathi","P5","target3","subjFoc","subject"
"1823","MAR-P5-target3.wav","L",0.76410822584625,"nindaNi","nin","Marathi","P5","target3","subjFoc","predicate"
"1824","MAR-P5-target3.wav","H",0.989643124919623,"nindaNi","Ni","Marathi","P5","target3","subjFoc","predicate"
"1825","MAR-P5-target4.wav","L",0.389350003579065,"ananyaa","a","Marathi","P5","target4","predFoc","subject"
"1826","MAR-P5-target4.wav","H",0.769148158618888,"ananyaa","yaa","Marathi","P5","target4","predFoc","subject"
"1827","MAR-P5-target4.wav","L",0.939831059397723,"aaraam","aa","Marathi","P5","target4","predFoc","predicate"
"1828","MAR-P5-target4.wav","H",1.11609257444015,"aaraam","raam","Marathi","P5","target4","predFoc","predicate"
"1829","MAR-P5-target5.wav","L",0.541668093767397,"laavanya","laa","Marathi","P5","target5","subjFoc","subject"
"1830","MAR-P5-target5.wav","H",0.961164985692298,"laavanya","ya","Marathi","P5","target5","subjFoc","subject"
"1831","MAR-P5-target5.wav","L",1.12570754364605,"vyaayaam","vyaa","Marathi","P5","target5","subjFoc","predicate"
"1832","MAR-P5-target5.wav","H",1.34178606739582,"vyaayaam","yaam","Marathi","P5","target5","subjFoc","predicate"
"1833","MAR-P5-target6.wav","L",0.301469523814207,"ananyaa","a","Marathi","P5","target6","predFoc","subject"
"1834","MAR-P5-target6.wav","H",0.647912720415778,"ananyaa","yaa","Marathi","P5","target6","predFoc","subject"
"1835","MAR-P5-target6.wav","L",0.794924509443696,"nindaNi","nin","Marathi","P5","target6","predFoc","predicate"
"1836","MAR-P5-target6.wav","H",1.1144203411397,"nindaNi","Ni","Marathi","P5","target6","predFoc","predicate"
"1837","MAR-P5-target7.wav","L",0.436501771675338,"laavanya","laa","Marathi","P5","target7","subjFoc","subject"
"1838","MAR-P5-target7.wav","H",0.871529799225693,"laavanya","ya","Marathi","P5","target7","subjFoc","subject"
"1839","MAR-P5-target7.wav","L",0.967610149056926,"aaraam","aa","Marathi","P5","target7","subjFoc","predicate"
"1840","MAR-P5-target7.wav","H",1.15202012454574,"aaraam","raam","Marathi","P5","target7","subjFoc","predicate"
"1841","MAR-P5-target8.wav","L",0.304971327592623,"ananyaa","a","Marathi","P5","target8","predFoc","subject"
"1842","MAR-P5-target8.wav","H",0.65618021939466,"ananyaa","yaa","Marathi","P5","target8","predFoc","subject"
"1843","MAR-P5-target8.wav","L",0.811423700621883,"naangarNi","naan","Marathi","P5","target8","predFoc","predicate"
"1844","MAR-P5-target8.wav","H",1.1508239018623,"naangarNi","Ni","Marathi","P5","target8","predFoc","predicate"
"1845","MAR-P5-target9.wav","L",0.368941499665056,"laavanya","laa","Marathi","P5","target9","subjFoc","subject"
"1846","MAR-P5-target9.wav","H",0.736229127627767,"laavanya","ya","Marathi","P5","target9","subjFoc","subject"
"1847","MAR-P5-target9.wav","L",0.881753006355904,"nindaNi","nin","Marathi","P5","target9","subjFoc","predicate"
"1848","MAR-P5-target9.wav","H",1.11541862665587,"nindaNi","Ni","Marathi","P5","target9","subjFoc","predicate"
"1849","MAR-P6-target1.wav","L",0.190884812579948,"ananyaa","a","Marathi","P6","target1","subjFoc","subject"
"1850","MAR-P6-target1.wav","H",0.566332807156067,"ananyaa","yaa","Marathi","P6","target1","subjFoc","subject"
"1851","MAR-P6-target1.wav","L",0.721719047236552,"naangarNi","naan","Marathi","P6","target1","subjFoc","predicate"
"1852","MAR-P6-target1.wav","H",0.987895934060614,"naangarNi","Ni","Marathi","P6","target1","subjFoc","predicate"
"1853","MAR-P6-target10.wav","L",0.881478828289896,"laavanya","laa","Marathi","P6","target10","predFoc","subject"
"1854","MAR-P6-target10.wav","H",1.1859398820687,"laavanya","ya","Marathi","P6","target10","predFoc","subject"
"1855","MAR-P6-target10.wav","L",1.33431379093687,"aaraam","aa","Marathi","P6","target10","predFoc","predicate"
"1856","MAR-P6-target10.wav","H",1.50258042924295,"aaraam","raam","Marathi","P6","target10","predFoc","predicate"
"1857","MAR-P6-target11.wav","L",0.233398775343155,"ananyaa","a","Marathi","P6","target11","subjFoc","subject"
"1858","MAR-P6-target11.wav","H",0.503012028935786,"ananyaa","nan","Marathi","P6","target11","subjFoc","subject"
"1860","MAR-P6-target12.wav","L",0.457177195088852,"laavanya","laa","Marathi","P6","target12","predFoc","subject"
"1861","MAR-P6-target12.wav","H",0.83810449531833,"laavanya","ya","Marathi","P6","target12","predFoc","subject"
"1862","MAR-P6-target12.wav","L",0.959006744644224,"naangarNi","naan","Marathi","P6","target12","predFoc","predicate"
"1863","MAR-P6-target12.wav","H",1.28822692272582,"naangarNi","Ni","Marathi","P6","target12","predFoc","predicate"
"1864","MAR-P6-target13.wav","L",0.195423406646788,"ananyaa","a","Marathi","P6","target13","subjFoc","subject"
"1865","MAR-P6-target13.wav","H",0.642409569725256,"ananyaa","yaa","Marathi","P6","target13","subjFoc","subject"
"1866","MAR-P6-target13.wav","L",0.781929194154626,"aaraam","aa","Marathi","P6","target13","subjFoc","predicate"
"1867","MAR-P6-target13.wav","H",0.85831442189033,"aaraam","aa","Marathi","P6","target13","subjFoc","predicate"
"1868","MAR-P6-target14.wav","L",0.34457953136841,"ananyaa","a","Marathi","P6","target14","predFoc","subject"
"1869","MAR-P6-target14.wav","H",0.676600163362091,"ananyaa","yaa","Marathi","P6","target14","predFoc","subject"
"1870","MAR-P6-target14.wav","L",0.843011145293717,"vyaayaam","vyaa","Marathi","P6","target14","predFoc","predicate"
"1871","MAR-P6-target14.wav","H",1.07148790874591,"vyaayaam","yaam","Marathi","P6","target14","predFoc","predicate"
"1872","MAR-P6-target15.wav","L",0.587616312471008,"laavanya","laa","Marathi","P6","target15","subjFoc","subject"
"1873","MAR-P6-target15.wav","H",0.992119960148572,"laavanya","ya","Marathi","P6","target15","subjFoc","subject"
"1875","MAR-P6-target16.wav","L",0.552774098717711,"laavanya","laa","Marathi","P6","target16","predFoc","subject"
"1876","MAR-P6-target16.wav","H",0.93479745545614,"laavanya","ya","Marathi","P6","target16","predFoc","subject"
"1877","MAR-P6-target16.wav","L",1.08612530223973,"nindaNi","nin","Marathi","P6","target16","predFoc","predicate"
"1878","MAR-P6-target16.wav","H",1.34452835535423,"nindaNi","Ni","Marathi","P6","target16","predFoc","predicate"
"1879","MAR-P6-target2.wav","L",0.344952778791123,"laavanya","laa","Marathi","P6","target2","predFoc","subject"
"1880","MAR-P6-target2.wav","H",0.702611108017956,"laavanya","ya","Marathi","P6","target2","predFoc","subject"
"1881","MAR-P6-target2.wav","L",0.913981232039788,"vyaayaam","vyaa","Marathi","P6","target2","predFoc","predicate"
"1882","MAR-P6-target2.wav","H",1.05618582819225,"vyaayaam","yaam","Marathi","P6","target2","predFoc","predicate"
